Y,X,garden_name,county,address,city,zip_code
34.04639349,-84.55693591,CHALKER ELEMENTARY SCHOOL,Cobb,325 N BOOTH RD NW,KENNESAW,30144
33.89711035,-84.31183227,CHAMBLEE MIDDLE SCHOOL,Dekalb,3601 Sexton Woods Drive,Chamblee,30341
33.80580951,-84.17324729,CHAMPION MIDDLE THEME SCHOOL,Dekalb,5265 MIMOSA DR,STONE MOUNTAIN,30083
33.74483015,-84.31425637,CHARLES DREW CHARTER SCHOOL,Dekalb,301 E LAKE BLVD SE,ATLANTA,30317
33.84413124,-84.65083066,CLARKDALE ELEMENTARY SCHOOL,Cobb,4455 WESLEY DR,AUSTELL,30106
33.68228427,-84.39397173,Cleveland Avenue Elementary,Fulton,2672 OLD HAPEVILLE RD SW,ATLANTA,30315
33.73117311,-84.44190444,E.L. Connally Elementary School,Fulton,1654 S ALVARADO TER SW,ATLANTA,30311
33.84097297,-84.63649226,COOPER MIDDLE SCHOOL,Cobb,4605 EWING RD,AUSTELL,30106
33.78905007,-84.47910546,CORETTA SCOTT KING YOUNG WOMEN'S ACADEMY MIDDLE SC,Fulton,1190 Northwest Dr.,Atlanta,30318
33.66777803,-84.39488741,Crawford W. Long Middle School,Fulton,3200 Latona Drive,Atlanta,30354
33.72795984,-84.38309077,D. H. STANTON ELEMENTARY SCHOOL,Fulton,970 MARTIN ST SE,ATLANTA,30315
33.67118784,-84.51429795,DEERWOOD ACADEMY SCHOOL,Fulton,3070 FAIRBURN RD SW,ATLANTA,30331
33.6995999,-84.37250657,DOBBS ELEMENTARY SCHOOL,Fulton,2025 JONESBORO RD SE,ATLANTA,30315
33.81861491,-84.2723096,DRUID HILLS MIDDLE SCHOOL,Dekalb,3100 MOUNT OLIVE DR,DECATUR,30033
33.74116368,-84.40153782,DUNBAR ELEMENTARY SCHOOL,Fulton,500 Whitehall Terrace SW,ATLANTA,30312
33.91642837,-84.54251444,FAIR OAKS ELEMENTARY SCHOOL,Cobb,407 BARBER RD SE,MARIETTA,30060
33.69664698,-84.51416884,FICKETT ELEMENTARY SCHOOL,Fulton,3935 RUX RD SW,ATLANTA,30331
33.98705001,-84.71492723,FORD ELEMENTARY SCHOOL,Cobb,1345 MARS HILL RD NW,ACWORTH,30101
33.83179476,-84.378745,GARDEN HILLS ELEMENTARY SCHOOL,Fulton,"285 Sheridan Drive, NE",Atlanta,30305
34.04945976,-84.43319892,GARRISON MILL ELEMENTARY,Cobb,4111 WESLEY CHAPEL RD,MARIETTA,30062
33.77562372,-84.50432809,George Alexander Towns Elementary,Fulton,760 Bolton Road,Atlanta,30331
33.73060682,-84.40512998,GIDEONS ELEMENTARY SCHOOL,Fulton,897 WELCH ST SW,ATLANTA,30310
33.77238789,-84.4442144,Grove Park Intermediate School,Fulton,20 EVELYN WAY NW,ATLANTA,30318
33.81148733,-84.20587284,Hambrick Elementary School,Dekalb,1101 Hambrick Road,Stone Mountain,30083
33.65965,-84.37903794,HERITAGE ACADEMY ELEMENTARY,Fulton,3500 VILLA CIR SE,ATLANTA,30354
34.17135704,-84.47390287,HOLLY SPRINGS ELEMENTARY SCHOOL,Cherokee,1965 HICKORY RD,CANTON,30115
,,FINCH ELEMENTARY,Fulton,111 AVON AVENUE. S.W.,ATLANTA,30310
33.92786106,-84.00043342,HOLT ELEMENTARY SCHOOL,Gwinnett,588 OLD SNELLVILLE HWY,LAWRENCEVILLE,30046
33.75748006,-84.37226765,HOPE HILL ELEMENTARY SCHOOL,Fulton,112 BOULEVARD NE,ATLANTA,30312
33.67282371,-84.37661918,HUMPHRIES ELEMENTARY SCHOOL,Fulton,3029 HUMPHRIES DR SE,ATLANTA,30354
33.68117369,-84.41020809,HUTCHINSON ELEMENTARY SCHOOL,Fulton,650 CLEVELAND AVE SW,ATLANTA,30315
33.80194058,-84.28953463,INTERNATIONAL COMMUNITY SCHOOL,Dekalb,2418 Wood Trail Lane,DECATUR,30033
33.76780849,-84.37473866,The Intown Academy,Fulton,386 PINE ST NE,ATLANTA,30308
33.8105776,-84.22511592,JOLLY ELEMENTARY SCHOOL,Dekalb,1070 OTELLO AVE,CLARKSTON,30021
34.06070221,-84.49513667,KEHELEY ELEMENTARY SCHOOL,Cobb,1985 KEMP RD,MARIETTA,30066
33.93222199,-84.70169867,KEMP ELEMENTARY SCHOOL,Cobb,865 CORNER RD,POWDER SPRINGS,30127
34.02721402,-84.59118721,KENNESAW CHARTER SCHOOL,Cobb,1370 LOCKHART DR NW,KENNESAW,30144
33.70287118,-84.48990255,KIMBERLY ELEMENTARY SCHOOL,Fulton,3090 McMurray Dr. SW,Atlanta,30311
34.00185702,-84.5108601,KINCAID ELEMENTARY SCHOOL,Cobb,1410 Kincaid Road,Marietta,30066
33.75616159,-84.45120054,KINDEZI School,Fulton,98 ANDERSON AVE NW,ATLANTA,30314
33.73887983,-84.37906451,KING MIDDLE SCHOOL,Fulton,545 HILL ST SE,ATLANTA,30312
33.85375708,-84.52352525,KING SPRINGS ELEMENTARY SCHOOL,Cobb,1041 REED RD SE,SMYRNA,30082
33.74240224,-84.43513984,KIPP STRIVE PRIMARY SCHOOL,Fulton,1448 LUCILE AVE SW,ATLANTA,30310
33.88637347,-84.10300003,KNIGHT ELEMENTARY SCHOOL,Gwinnett,401 N. River Dr.,Lilburn,30047
33.89614402,-84.55417355,LABELLE ELEMENTARY SCHOOL,Cobb,230 CRESSON DR SW,MARIETTA,30060
33.8147173,-84.27685897,LAUREL RIDGE ELEMENTARY SCHOOL,Dekalb,1215 BALSAM DR,DECATUR,30033
33.748919,-84.4221026,M Agnes Jones Elementary,Fulton,1040 FAIR ST SW,ATLANTA,30314
33.82574232,-84.58201583,MABLETON ELEMENTARY SCHOOL,Cobb,5220 CHURCH ST SW,MABLETON,30126
33.72946962,-84.15362792,Marbut Theme School,Dekalb,5776 Marbut Road,Lithonia,0
33.75368271,-84.52498913,Miles Intermediate Elementary,Fulton,4215 Bakers Ferry RD SW,Atlanta,30331
33.91498527,-84.12618173,MINOR ELEMENTARY SCHOOL,Gwinnett,4129 SHADY DR NW,LILBURN,30047
33.79729291,-84.35261211,MORNINGSIDE ELEMENTARY SCHOOL,Fulton,1053 E ROCK SPRINGS RD NE,ATLANTA,30306
33.97884164,-84.4189102,MOUNT BETHEL ELEMENTARY SCHOOL,Cobb,1210 JOHNSON FERRY RD,MARIETTA,30068
,,LAWRENCEVILLE ELEMENTARY SCHOOL,Gwinnett,122 GWINNETT DR,LAWRENCEVILLE,30045
33.92467999,-84.37165916,Mount Vernon Presbyterian School,Fulton,471 Mount Vernon Highway,Atlanta,30328
33.55462401,-84.29204638,Mt Zion Elementary,Clayton,2984 Mt Zion RD,Jonesboro,30236
33.55462401,-84.29204638,Mt Zion Primary School,Clayton,2984 Mt Zion Road,Jonesboro,30236
33.8419851,-84.51752464,NICKAJACK ELEMENTARY SCHOOL,Cobb,4555 MAVELL RD SE,SMYRNA,30082
33.73549113,-84.36466522,PARKSIDE ELEMENTARY SCHOOL,Fulton,685 Mercer St. SE,Atlanta,30312
33.74781653,-84.47650673,PEYTON FOREST ELEMENTARY SCHOOL,Fulton,301 Peyton Forest Road,Atlanta,30311
33.6149527,-84.62242892,Renaissance Middle School,Fulton,7155 Hall Road,Fairburn,30213
33.90021866,-84.35871539,Ridgeview Charter School,Fulton,5340 S Trimble Rd,Atlanta,30342
33.79071869,-84.56298897,Riverside Intermediate School,Cobb,285 S Gordon Road,Mableton,30126
33.78920629,-84.56851608,RIVERSIDE PRIMARY SCHOOL,Cobb,461 S GORDON RD SW,MABLETON,30126
33.8589209,-84.56836546,RUSSELL ELEMENTARY SCHOOL,Cobb,3920 S HURT RD SW,SMYRNA,30082
33.83260503,-84.30467186,SAGAMORE HILLS ELEMENTARY SCHOOL,Dekalb,1865 ALDERBROOK RD NE,ATLANTA,30345
33.86479636,-84.37185281,Sarah Smith Intermediate,Fulton,4141 Wieuca Rd,Atlanta,30342
33.8576726,-84.37439864,Sarah Smith Primary School,Fulton,370 Old Ivy Road,Atlanta,30342
34.03284975,-84.43714612,SHALLOWFORD FALLS ELEMENTARY SCHOOL,Cobb,3529 LASSITER RD,MARIETTA,30062
33.71861316,-84.39324522,SLATER ELEMENTARY SCHOOL,Fulton,1320 PRYOR RD SW,ATLANTA,30315
33.88946069,-84.52142869,Smyrna Elementary,Cobb,1099 Fleming Street,Smyrna,30080
33.77449659,-84.3468255,SPRINGDALE PARK ELEMENTARY SCHOOL,Dekalb,1246 PONCE DE LEON AVE NE,ATLANTA,30306
33.93273975,-84.66208655,STILL ELEMENTARY SCHOOL,Cobb,870 CASTEEL RD,POWDER SPRINGS,30127
33.88172672,-84.23122247,Tapestry Public Charter,Dekalb,4046 Chamblee Tucker Road,Atlanta,30340
33.78682101,-84.41741385,The Howard School,Fulton,1192 Foster St NW,Atlanta,30318
34.06988797,-84.30002298,The Lionheart School,Fulton,225 Roswell Street,Alpharetta,30009
33.76767544,-84.27128688,The Museum School,Dekalb,923 Forrest Blvd,Decatur,30030
33.75513754,-84.32900249,TOOMER ELEMENTARY SCHOOL,Dekalb,65 ROGERS ST NE,ATLANTA,30317
34.0166028,-84.42091805,Tritt Elementary,Cobb,4435 Post Oak Tritt Road,Marietta,30062
33.84749395,-84.21343585,TUCKER MIDDLE SCHOOL,Dekalb,2160 IDLEWOOD RD,TUCKER,30084
33.77218698,-84.49539619,Usher-Collier Heights Elementary,Fulton,631 Harwell Road,Atlanta,30318
33.89528548,-84.69427087,VARNER ELEMENTARY SCHOOL,Cobb,4761 GAYDON RD,POWDER SPRINGS,30127
33.95942574,-84.7238949,VAUGHAN ELEMENTARY SCHOOL,Cobb,5950 NICHOLS RD,POWDER SPRINGS,30127
33.87123946,-84.42192099,Warren T Jackson Elementary School,Fulton,1325 MOUNT PARAN RD NW,ATLANTA,30327
33.74672326,-84.3807262,Wesley International Academy,Dekalb,211 Memorial Drive,Atlanta,30312
33.7400119,-84.49066863,WEST MANOR ELEMENTARY SCHOOL,Fulton,570 LYNHURST DR SW,ATLANTA,30311
34.14460798,-84.06399558,WHITE OAK ELEMENTARY SCHOOL,Gwinnett,6442 SUWANEE DAM RD,Sugar Hill,30518
33.80333286,-84.47042428,William J Scott ELEMENTARY SCHOOL,Fulton,1752 Hollywood Road NW,ATLANTA,30318
33.66609657,-84.47870535,Woodland Middle School,Fulton,2745 Stone Rd,East Point,30344
33.77217809,-84.44029128,WOODSON ELEMENTARY SCHOOL,Fulton,1605 DONALD LEE HOLLOWELL PKWY,ATLANTA,30318
33.78706177,-84.47786768,AD Williams Park,Fulton,James Jackson Parkway,Atlanta,0
33.73332215,-84.40449736,Welch Street Community Garden,Fulton,Welch Street,Atlanta,0
33.77180708,-84.28399539,Academe of the Oaks,DeKalb,New Street,Decatur,0
33.77414942,-84.41941961,Redoubt Garden at ACFB,Fulton,Joseph E. Lowery Blvd,Atlanta,0
33.7569579,-84.49961048,Adamsville Community Garden,Fulton,Delmar Lane,Atlanta,0
33.70574933,-84.37976957,Albert T. Mills Enrichment Center,Fulton,Lakewood Avenue,Atlanta,0
33.75181455,-84.27485665,Good Things Garden,DeKalb,Rupert Road,Decatur,0
33.76896384,-84.32733717,Frazer Center,DeKalb,Ponce de Leon Avenue,Atlanta,0
33.8182149,-84.37701754,Peachtree Hills Park Community Garden,Fulton,Peachtree Hills Avenue NE,Atlanta,0
33.73371949,-84.42954323,Atwood Street Garden,Fulton,Atwood Street SW,Atlanta,0
33.80327344,-84.16704348,Frances Smith Stone Mountain Community Garden,DeKalb,Venable Street,Stone Mountain,0
33.80496711,-84.17747622,Stone Mountain VFW Park Community Garden,DeKalb,Gordon Street,Stone Mountain,0
33.84977627,-84.19252219,Smokerise Community Garden,DeKalb,Hugh Howell Road,Stone Mountain,0
33.77258642,-84.3709775,Boulevard Community Garden,Fulton,Boulevard,Atlanta,0
33.71632141,-84.38914363,Veranda at Carver Senior Residences Community Garden,Fulton,Thirkeld Avenue,Atlanta,0
33.80944623,-84.26397479,Birch Grove Apartment Garden - Global Growers,DeKalb,Cedar Creek Parkway, ,0
33.86775713,-84.38064008,Blue Heron Nature Preserve Community Garden,Fulton,Roswell Road,Atlanta,0
33.66688469,-84.44625582,Metro Atlanta Urban Farm,Fulton,Main Street,College Park,0
33.66688199,-84.44618756,Metro Atlanta Urban Farm,Fulton,Main Street,College Park,0
33.73488226,-84.42174496,Patchwork City Farms at Brown Middle School,Fulton,765 Peeples Street SW,Atlanta,0
33.73488254,-84.42160943,Patchwork City Farms at Brown Middle School,Fulton,Peeples Street,Atlanta,0
33.73749393,-84.34659289,Brownwood Park Community Garden,Fulton,Pendleton Street,Atlanta,0
33.75899845,-84.26047426,Meadowbrook Community Garden,DeKalb,Bobbie Lane, ,0
33.74120865,-84.31409639,East Lake Senior Tower,DeKalb,380 E Lake Blvd SE,Atlanta,0
33.75014186,-84.36653016,Cabbagetown Community Garden,Fulton,Berean Avenue SE,Atlanta,0
33.85724431,-84.35160295,Canterbury Court Retirement Community,Fulton,Peachtree Road NE,Atlanta,0
34.23345152,-84.4465367,Canton Community Victory Garden,Cherokee,Big Oak Drive, ,0
33.7325968,-84.38852152,Capitol Avenue High Rise Community Garden,Fulton,Hank Aaron Drive,Atlanta,0
33.71455154,-84.40914433,Capitol View Community Garden,Fulton,Athens Avenue SW,Atlanta,0
33.98105271,-84.12819559,Cardinal Lake Community Garden,Gwinnett,Cardinal Lake Circle NW,Duluth,0
33.58840665,-84.27734157,Carl Rhodenizer Recreation Center Community Garden,Clayton,Rex Road, ,0
33.95285594,-84.6626596,Green Meadows Community Garden,Cobb,Old Hamilton Road,Marietta,0
34.01509603,-84.43177557,Crossroads Community Garden Project,Cobb,Post Oak Tritt Road NE, ,0
34.02685071,-84.61052399,Plant-A-Row Project at Fountain Gate Counseling Center,Cobb,Cherokee Street,Kennesaw,0
33.75635178,-84.45584125,Anderson Park Community Garden,Fulton,Calloway Drive,Atlanta,0
33.43288046,-84.30660836,Lovejoy City Garden,Clayton,North Steele Drive,Lovejoy,0
33.43288057,-84.30651499,Lovejoy City Garden,Clayton,North Steele Drive,Lovejoy,0
33.8497545,-84.32878661,Briarwood Park Community Garden,DeKalb,Briarwood Park Road,Brookhaven,0
33.52838658,-84.31338147,Charley Griswell Senior Community Garden,Clayton,Highway 138, ,0
34.00470669,-84.38379817,Unity Garden at Chattahoochee Nature Center,Fulton,Willeo Road,Roswell,0
34.19512716,-84.49486283,Cherokee County Community Garden,Cherokee,Univeter Road, ,0
34.06015114,-84.39964682,Christ UMC Roswell,Fulton,Woodstock Road,Roswell,0
33.86384954,-84.35815212,Little Nancy Creek Community Garden,Fulton,Peachtree-Dunwoody Road NE,Atlanta,0
33.80489751,-84.23679006,Clarkston Community Center,DeKalb,College Avenue,Clarkston,0
33.76102457,-84.43014008,City of Refuge,Fulton,Andrews Street NW,Atlanta,0
33.77082124,-84.41063295,Mattie Freeland Community Garden,Fulton,Echo Street,Atlanta,0
33.75787043,-84.29761803,College Heights Early Learning Center Garden,DeKalb,South McDonough Street,Decatur,0
33.77076326,-84.375816,Cosby Spear Memorial Tower Community Garden,Fulton,355 North Avenue,Atlanta,0
33.76916584,-84.50687694,Collier Heights Park Community Garden,Fulton,Collier Drive NW,Atlanta,0
33.74890436,-84.32833453,Kirkwood Urban Forest and Community Garden,DeKalb,Dixie Street SE,Atlanta,0
33.75073218,-84.30995924,East Lake Urban Farm,DeKalb,2nd Avenue,Atlanta,0
33.72572343,-84.38826593,Four Corners Park Community Garden,Fulton,Hank Aaron Drive SW,Atlanta,0
33.75553322,-84.33189382,Gilliam Park Community Garden,DeKalb,Wade Avenue,Atlanta,0
33.97497352,-84.33219866,Garden Isaiah,Fulton,Spalding Drive,Sandy Springs,0
33.82050524,-84.63656442,I.T. and Lodemia Terrell Community Center Garden,Cobb,Owens Drive,Austell,0
34.04746978,-84.0764217,Harvest Farm at White Street Park,Gwinnett,White Street,Suwannee,0
33.72447473,-84.33118239,Brightside at Oakleaf Mennonite Farm,DeKalb,Bouldercrest Drive,Atlanta,0
33.72773728,-84.36043225,Atlanta Tapestry Community Garden,Fulton,E. Confederate Avenue,Atlanta,0
33.70505179,-84.48090353,Truly Living Well - Harbin Road,Fulton,Harbin Road,Atlanta,0
33.80833529,-84.30595772,Mason Mill Community Garden,DeKalb,1346 McConnell Dr.,Decatur,30033
33.8178243,-84.50689424,Mableton Community Garden,Cobb,Nickajack Park Road SE, ,0
33.73071993,-84.43483673,Outdoor Activity Center,Fulton,Richarland Road SW,Atlanta,0
33.74258612,-84.42408471,Good Shepherd Community Garden,Fulton,445 Lawton Street,Atlanta,0
33.73153424,-84.41792707,Rose Circle Park Community Garden,Fulton,Joseph E. Lowery Blvd,Atlanta,0
34.23349363,-84.49157486,Canton Community Garden,Cherokee,E Marietta Street,Canton,0
34.07024819,-84.3113845,Alpharetta Community Garden,Fulton,Willis Road,Alpharetta,0
33.73962779,-84.43514678,Westview Community Garden,Fulton,S. Gordon Street SW,Atlanta,0
33.8054165,-84.27694019,North DeKalb Mall - Urban Farm,DeKalb,Lawrenceville Hwy, ,0
33.80545191,-84.2768344,North DeKalb Mall - Urban Orchard,DeKalb,Lawrenceville Hwy, ,0
34.17722746,-84.47134321,Yoder Family Farm,Cherokee,Bobwhite Trail, ,0
33.67579829,-84.72402332,Yves Garden,Douglas,Chapel Hill Road, ,0
33.45300621,-84.10332632,Wesley Way Community Garden - Henry Gardens,Henry,John Wesley Way, ,0
33.74672707,-84.38078227,Wesley International Academy,Fulton,Connally Street SE,Atlanta,0
34.32072026,-84.56464462,Waleska Nursery,Cherokee,George Gray Lane, ,0
33.90482689,-84.72018396,Vineyard Farms,Cobb,Macland Road, ,0
33.77321412,-84.28318001,Umarima Wa Burundi - Global Growers,DeKalb,Sams Street,Decatur,0
33.40579017,-84.50938186,Two Doves Farm,Fayette,Ebenezer Church Road, ,0
33.75649926,-84.37579834,Truly Living Well - Wheat Street,Fulton,Hilliard Street,Atlanta,0
33.66454966,-84.46816199,Truly Living Well - East Point,Fulton,Washington Road,East Point,0
34.09340441,-84.55146421,Trefoil Garden,Cherokee,Bascomb Drive, ,0
33.52700189,-84.68386878,Tierra Sonrisa,Fulton,Hutcheson Ferry Road,Chattahoochee Hills,0
33.71114425,-84.39325535,Villages at Carver - YMCA Boys and Girls Club,Fulton,Pryor Road,Atlanta,0
33.77767452,-84.21120103,The Funny Farm,DeKalb,Allgood Road, ,0
33.63145763,-84.18429641,TaylOrganic Farms,Henry,Highway 155, ,0
33.79329548,-84.5420127,Swarm Chasers Apiaries,Cobb,Mount Gerizim Road, ,0
33.71875881,-84.4089169,Sullivan Center Community Garden,Fulton,Dill Avenue SW,Atlanta,0
33.96738986,-83.90924755,Stokes Farm,Gwinnett,Alcovy Road, ,0
33.81523505,-84.22357836,Steve Millers Farm,DeKalb,Cimarron Drive, ,0
33.78063447,-84.68555267,Stems N Roots Farm,Douglas,Riley Road, ,0
33.81329462,-84.2480226,Southern Place Apartments - Global Growers,DeKalb,Noble Vines Drive,Clarkston,0
33.48432076,-84.14643754,Sola Fide Farm,Henry,Lullwater Circle, ,0
33.45585834,-83.98554796,SnapOla Farm,Henry,Wynne Road, ,0
34.10297979,-83.89840598,Serenity Gardens,Gwinnett,Old Thompson Mill Road, ,0
33.51861375,-84.73487947,Serenbe Farms,Fulton,Selborne Lane,Chattahoochee Hills,0
33.7732828,-84.29352235,Scott Park Garden Club,DeKalb,N Candler Street,Decatur,0
33.5640696,-84.57653235,Scharko Farms,Fulton,Pine Street,Fairburn,0
33.85849176,-84.04658485,S & B Farms,Gwinnett,Highpoint Road,Snellville,0
33.76318645,-84.0102728,Running Hen Farms,Rockdale,Mink Livsey Road, ,0
34.23338078,-84.30140307,Rockin S Farm,Cherokee,Claude Scott Drive, ,0
33.4368841,-84.05800127,Robinson Family Farm,Henry,Eskew Road, ,0
33.54539391,-84.42071574,Riverdale Chicken Ranch,Clayton,Lyle Drive, ,0
34.19883468,-84.37298948,Red Wheel Farm,Cherokee,Union Hill Road, ,0
33.95011874,-83.88584424,Rancho Alegre Farm,Gwinnett,Givens Road, ,0
33.53312825,-84.80530966,Planted Rock Farm,Fulton,Campbellton Redwine Road,Chattahoochee Hills,0
33.78604969,-84.37127453,Piedmont Park Urban Orchard,Fulton,Monroe Drive,Atlanta,0
33.93695183,-83.93276428,Phoenix Gardens LLC,Gwinnett,Hiram Davis Road, ,0
34.03981289,-84.62389294,Papa Homegrown,Cobb,McGuire Drive, ,0
34.34218266,-84.45983538,Old Bethany Farm,Cherokee,Upper Bethany Road, ,0
34.06806464,-84.04307812,Okie Dokie Farm,Gwinnett,Westbrook Road, ,0
33.76219873,-84.29689596,Oakhurst Community Garden,DeKalb,Oakview Road,Decatur,0
33.82947148,-84.23378922,Northlake Church Garden - Global Growers,DeKalb,Cooledge Road, ,0
33.63983385,-84.12901517,Nature's Bio Organic Farm,DeKalb,Klondike Road, ,0
33.76222573,-84.34460373,Mulberry Fields Community Garden,DeKalb,Candler Street,Atlanta,0
34.10396154,-84.33540029,Moss Hill Farm,Fulton,13230 Freemanville Road,Milton,0
34.16296038,-84.37657274,Morning Glory Farm,Cherokee,Roper Road, ,0
33.74825432,-84.2141971,Mealor Family Farm,DeKalb,Mercer Road, ,0
33.56002404,-84.20109536,Mayflor Farms LLC,Henry,Old Conyers Road, ,0
33.73314995,-84.50390158,Mays High School Orchard,Fulton,Benjamin E. Mays Drive,Atlanta,0
33.5451259,-84.74006081,Manyfold Farm,Fulton,Rico Road,Chattahoochee Hills,0
34.13334582,-84.32642486,Luna Ridge Farm,Fulton,Wood Road,Milton,0
33.66626556,-84.68275385,Skylight Farm - Glover Family Farm (formerly Le Tre Lune [L3L] Farm),Douglas,Highway 166, ,0
33.75143202,-84.35458975,Lang Carson Park Community Garden (R-Town Community Garden),Fulton,Flat Shoals Avenue,Atlanta,0
33.75154769,-84.35460999,Lang Carson Park Community Garden (R-Town Community Garden),Fulton,Flat Shoals Avenue,Atlanta,0
33.74238444,-84.43501353,KIPP Strive Academy Urban Orchard,Fulton,Lucile Avenue SW,Atlanta,0
34.01831632,-84.38105967,Kenari Company Farm,Fulton,Hightower Road,Roswell,0
34.29238457,-84.40770326,Joyful Noise Acres Farm,Cherokee,Allison Lane, ,0
33.56069224,-84.13357706,Jonathan Toenneges Farm,Henry,Asa Moseley Road, ,0
33.7984769,-84.2406554,Jolly Avenue - Global Growers,DeKalb,Jolly Avenue, ,0
33.9443933,-84.03114584,Jamos Organics,Gwinnett,Monfort Road NW, ,0
34.03000478,-84.6213262,Hometown Honey,Cobb,Knightsbridge Road NW,Kennesaw,0
33.44125788,-84.12095173,Heritage Village Garden - Henry Gardens,Henry,Lake Dow Road,McDonough,0
33.72682069,-84.4333197,Harnett/ Oakland City Community Garden,Fulton,Bridges Avenue,Atlanta,0
33.7416371,-84.39958262,Rosa Burney - HABESHA,Fulton,Fulton Street SW,Atlanta,0
33.87066773,-84.19635867,Gribow Acres,Gwinnett,Indian Trail Drive, ,0
33.78071837,-84.36947303,Grady High School Orchard,Fulton,Monroe Drive,Atlanta,0
33.47151983,-84.03659191,Green Ola Acres,Henry,N Ola Road, ,0
33.76846051,-84.27909039,Decatur Kitchen Garden - Global Growers,DeKalb,S. Columbia Drive,Decatur,0
33.83179063,-84.37867067,Garden Hills Elementary School Orchard,Fulton,285 Sheridan Drive NE,Atlanta,30310
33.60206453,-84.72191034,Galactic Farms,Fulton,Rivertown Road,Chattahoochee Hills,0
33.7373773,-84.30620042,Gaia Gardens/ Love is Love Farm,DeKalb,Dancing Fox Road, ,0
34.22433347,-84.31535175,Freehome Garden,Cherokee,Trinity Church Road, ,0
33.8015722,-84.22903744,Forty Oaks - Global Growers,DeKalb,Holly Hedge Road, ,0
33.49302422,-84.26648561,Finca La Bella Farm,Henry,Benton Fields, ,0
34.22987654,-84.41902267,Fathers Boundary,Cherokee,Evans Cook Road, ,0
33.63228627,-84.68369352,Fairywood Thicket Farm,Fulton,Cochran Mill Road, ,0
33.78511035,-84.3710668,Education Garden at Piedmont Park,Fulton,Monroe Drive,Atlanta,0
34.00115161,-84.70720266,East of Eden,Cobb,Hayden Brook Drive, ,0
33.74483471,-84.31444823,Drew Charter School Orchard,DeKalb,E Lake Blvd SE,Atlanta,0
33.83387156,-83.94122748,Dillwood Farms,Gwinnett,Old Loganville Road, ,0
33.63747876,-84.33024809,Decimal Place Farm,Clayton,Almach Avenue, ,0
33.92598253,-84.19873509,Dances with Bees,Gwinnett,Kimberly Lane, ,0
33.74700324,-84.33103476,Crim High School Orchard,DeKalb,Memorial Drive SE,Atlanta,0
33.66718159,-84.39459387,Crawford Long Middle School Orchard,Fulton,Latona Drive,Atlanta,0
33.83600218,-84.65541979,Cobb Senior Center - Austell Neighborhood Center,Cobb,Austell - Powder Springs Road,Austell,0
34.19246134,-84.45869521,Cloud Cattle Farm,Cherokee,Providence Drive,Holly Springs,0
34.25567845,-84.37898004,Circle B Ranch,Cherokee,Jack Page Lane, ,0
34.16879842,-84.44147183,Cagles Farm,Cherokee,Hickory Road,Holly Springs,0
33.74074261,-84.33083936,Burgess Peterson Academy Orchard,DeKalb,Glenwood Avenue,Atlanta,0
33.74068678,-84.33083658,Burgess Peterson Academy Orchard,DeKalb,Glenwood Avenue,Atlanta,0
