school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,DeKalb County,Southwest DeKalb High School,All Students,303,261,42,0.861386139,0.138613861
2019-20,School,Monroe County,Mary Persons High School,All Students,304,280,24,0.921052632,0.078947368
2019-20,School,Carroll County,Central High School,All Students,305,284,21,0.931147541,0.068852459
2019-20,School,Henry County,Luella High School,All Students,305,265,40,0.868852459,0.131147541
2019-20,School,Madison County,Madison County High School,All Students,306,291,15,0.950980392,0.049019608
2019-20,School,Henry County,Hampton High School,All Students,308,269,39,0.873376623,0.126623377
2019-20,School,Walton County,Walnut Grove High School,All Students,310,278,32,0.896774194,0.103225806
2019-20,School,Hall County,Chestatee High School,All Students,312,290,22,0.929487179,0.070512821
2019-20,School,Pickens County,Pickens County High School,All Students,314,295,19,0.939490446,0.060509554
2019-20,School,Clayton County,Mundy's Mill High School,All Students,316,271,45,0.857594937,0.142405063
2019-20,School,Decatur County,Bainbridge High School,All Students,316,293,23,0.92721519,0.07278481
2019-20,School,DeKalb County,Druid Hills High School,All Students,316,271,45,0.857594937,0.142405063
2019-20,School,Bartow County,Woodland High School,All Students,317,291,26,0.917981073,0.082018927
2019-20,School,Clayton County,Charles R. Drew High School,All Students,318,239,79,0.751572327,0.248427673
2019-20,School,Houston County,Perry High School,All Students,318,297,21,0.933962264,0.066037736
2019-20,School,Clarke County,Cedar Shoals High School,All Students,319,246,73,0.771159875,0.228840125
2019-20,School,Whitfield County,Northwest Whitfield County High School,All Students,320,297,23,0.928125,0.071875
2019-20,School,Catoosa County,Heritage High School,All Students,325,299,26,0.92,0.08
2019-20,School,Fayette County,Fayette County High School,All Students,325,272,53,0.836923077,0.163076923
2019-20,School,Troup County,Troup County High School,All Students,327,283,44,0.865443425,0.134556575
2019-20,School,Thomaston-Upson County,Upson-Lee High School,All Students,327,290,37,0.886850153,0.113149847
2019-20,School,DeKalb County,Lithonia High School,All Students,328,271,57,0.826219512,0.173780488
2019-20,School,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",All Students,330,272,58,0.824242424,0.175757576
2019-20,School,Griffin-Spalding County,Spalding High School,All Students,331,304,27,0.918429003,0.081570997
2019-20,School,Atlanta Public Schools,Grady High School,All Students,331,301,30,0.909365559,0.090634441
2019-20,School,Decatur City,Decatur High School,All Students,332,315,17,0.948795181,0.051204819
2019-20,School,Oconee County,North Oconee High School,All Students,333,327,6,0.981981982,0.018018018
2019-20,School,Bartow County,Cass High School,All Students,334,300,34,0.898203593,0.101796407
2019-20,School,Griffin-Spalding County,Griffin High School,All Students,334,304,30,0.910179641,0.089820359
2019-20,School,Ware County,Ware County High School,All Students,338,310,28,0.917159763,0.082840237
2019-20,School,Hall County,Johnson High School,All Students,345,313,32,0.907246377,0.092753623
2019-20,School,Buford City,Buford High School,All Students,345,320,25,0.927536232,0.072463768
2019-20,School,Fulton County,Banneker High School,All Students,346,266,80,0.768786127,0.231213873
2019-20,School,Atlanta Public Schools,Mays High School,All Students,349,273,76,0.782234957,0.217765043
2019-20,School,Fulton County,Tri-Cities High School,All Students,350,295,55,0.842857143,0.157142857
2019-20,School,Carroll County,Villa Rica High School,All Students,352,336,16,0.954545455,0.045454545
2019-20,School,Dougherty County,Westover High School,All Students,353,311,42,0.88101983,0.11898017
2019-20,School,Wayne County,Wayne County High School,All Students,353,326,27,0.923512748,0.076487252
2019-20,School,Fayette County,Starrs Mill High School,All Students,354,341,13,0.963276836,0.036723164
2019-20,School,Hall County,Flowery Branch High,All Students,355,338,17,0.952112676,0.047887324
2019-20,School,Douglas County,Chapel Hill High School,All Students,356,338,18,0.949438202,0.050561798
2019-20,School,Polk County,Cedartown High School,All Students,356,299,57,0.83988764,0.16011236
2019-20,School,Fulton County,North Springs High School,All Students,358,329,29,0.918994413,0.081005587
2019-20,School,Henry County,Woodland High School,All Students,358,340,18,0.94972067,0.05027933
2019-20,School,Cartersville City,Cartersville High School,All Students,359,325,34,0.905292479,0.094707521
2019-20,School,Houston County,Warner Robins High School,All Students,363,319,44,0.878787879,0.121212121
2019-20,School,Henry County,Stockbridge High School,All Students,364,295,69,0.81043956,0.18956044
2019-20,School,Henry County,Locust Grove High,All Students,366,320,46,0.87431694,0.12568306
2019-20,School,Liberty County,Bradwell Institute,All Students,367,343,24,0.934604905,0.065395095
2019-20,School,Muscogee County,Northside High School,All Students,367,343,24,0.934604905,0.065395095
2019-20,School,DeKalb County,Stephenson High School,All Students,370,308,62,0.832432432,0.167567568
2019-20,School,Fayette County,Whitewater High School,All Students,372,354,18,0.951612903,0.048387097
2019-20,School,Cobb County,Allatoona High School,All Students,373,352,21,0.943699732,0.056300268
2019-20,School,Effingham County,South Effingham High School,All Students,375,357,18,0.952,0.048
2019-20,School,Paulding County,Hiram High School,All Students,377,331,46,0.877984085,0.122015915
2019-20,School,Columbia County,Greenbrier High School,All Students,378,373,5,0.986772487,0.013227513
2019-20,School,DeKalb County,Clarkston High School,All Students,378,214,164,0.566137566,0.433862434
2019-20,School,Clarke County,Clarke Central High School,All Students,379,327,52,0.862796834,0.137203166
2019-20,School,Forsyth County,Denmark High School,All Students,380,363,17,0.955263158,0.044736842
2019-20,School,Newton County,Eastside High School,All Students,380,339,41,0.892105263,0.107894737
2019-20,School,Jones County,Jones County High School,All Students,384,339,45,0.8828125,0.1171875
2019-20,School,Walton County,Loganville High School,All Students,385,358,27,0.92987013,0.07012987
2019-20,School,Clayton County,Morrow High School,All Students,386,318,68,0.823834197,0.176165803
2019-20,School,Henry County,Union Grove High,All Students,386,371,15,0.961139896,0.038860104
2019-20,School,DeKalb County,Cross Keys High School,All Students,387,237,150,0.612403101,0.387596899
2019-20,School,Henry County,Eagle's Landing High School,All Students,387,327,60,0.84496124,0.15503876
2019-20,School,DeKalb County,Tucker High School,All Students,392,314,78,0.801020408,0.198979592
2019-20,School,Cobb County,Kell High School,All Students,393,363,30,0.923664122,0.076335878
2019-20,School,DeKalb County,"Martin Luther King, Jr. High School",All Students,393,303,90,0.770992366,0.229007634
2019-20,School,Gwinnett County,Phoenix High School,All Students,393,61,332,0.155216285,0.844783715
2019-20,School,Glynn County,Brunswick High School,All Students,397,362,35,0.911838791,0.088161209
2019-20,School,Coffee County,Coffee County High School,All Students,398,370,28,0.929648241,0.070351759
2019-20,School,Paulding County,East Paulding High School,All Students,401,362,39,0.902743142,0.097256858
2019-20,School,Fayette County,McIntosh High School,All Students,405,380,25,0.938271605,0.061728395
2019-20,School,Clayton County,Lovejoy High School,All Students,407,355,52,0.872235872,0.127764128
2019-20,School,Clayton County,Forest Park High School,All Students,415,310,105,0.746987952,0.253012048
2019-20,School,Bulloch County,Statesboro High School,All Students,418,330,88,0.789473684,0.210526316
2019-20,School,Carrollton City,Carrollton High School,All Students,418,379,39,0.906698565,0.093301435
2019-20,School,Henry County,Ola High School,All Students,420,396,24,0.942857143,0.057142857
2019-20,School,Houston County,Veterans High School,All Students,421,407,14,0.966745843,0.033254157
2019-20,School,Douglas County,New Manchester High School,All Students,423,359,64,0.848699764,0.151300236
2019-20,School,Fulton County,Chattahoochee High School,All Students,423,407,16,0.962174941,0.037825059
2019-20,School,Paulding County,South Paulding High School,All Students,424,383,41,0.903301887,0.096698113
2019-20,School,Cobb County,Sprayberry High School,All Students,427,380,47,0.889929742,0.110070258
2019-20,School,Fulton County,Creekside High School,All Students,430,346,84,0.804651163,0.195348837
2019-20,School,Douglas County,Lithia Springs Comprehensive High School,All Students,431,375,56,0.870069606,0.129930394
2019-20,School,Coweta County,Northgate High School,All Students,434,405,29,0.933179724,0.066820276
2019-20,School,Columbia County,Lakeside High School,All Students,435,400,35,0.91954023,0.08045977
2019-20,School,Glynn County,Glynn Academy,All Students,435,416,19,0.956321839,0.043678161
2019-20,School,Paulding County,Paulding County High School,All Students,435,392,43,0.901149425,0.098850575
2019-20,School,Rockdale County,Heritage High School,All Students,435,374,61,0.859770115,0.140229885
2019-20,School,Fulton County,Riverwood International Charter School,All Students,436,392,44,0.899082569,0.100917431
2019-20,School,Fulton County,Northview High School,All Students,437,420,17,0.961098398,0.038901602
2019-20,School,Harris County,Harris County High School,All Students,437,390,47,0.892448513,0.107551487
2019-20,School,Gwinnett County,Lanier High School,All Students,439,418,21,0.952164009,0.047835991
2019-20,School,Rome City,Rome High School,All Students,442,411,31,0.929864253,0.070135747
2019-20,School,Habersham County,Habersham Central High School,All Students,444,425,19,0.957207207,0.042792793
2019-20,School,Barrow County,Apalachee High School,All Students,446,383,63,0.858744395,0.141255605
2019-20,School,Douglas County,Alexander High School,All Students,446,420,26,0.941704036,0.058295964
2019-20,School,Effingham County,Effingham County High School,All Students,447,390,57,0.872483221,0.127516779
2019-20,School,Henry County,Dutchtown High,All Students,448,411,37,0.917410714,0.082589286
2019-20,School,DeKalb County,Chamblee Charter High School,All Students,450,349,101,0.775555556,0.224444444
2019-20,School,Houston County,Northside High School,All Students,452,411,41,0.909292035,0.090707965
2019-20,School,Fulton County,Langston Hughes High School,All Students,455,388,67,0.852747253,0.147252747
2019-20,School,Cherokee County,River Ridge High School,All Students,460,409,51,0.889130435,0.110869565
2019-20,School,Barrow County,Winder-Barrow High School,All Students,462,390,72,0.844155844,0.155844156
2019-20,School,Houston County,Houston County High School,All Students,463,454,9,0.980561555,0.019438445
2019-20,School,Columbia County,Evans High School,All Students,464,415,49,0.894396552,0.105603448
2019-20,School,Fulton County,Westlake High School,All Students,464,440,24,0.948275862,0.051724138
2019-20,School,Cherokee County,Sequoyah High School,All Students,470,429,41,0.912765957,0.087234043
2019-20,School,Valdosta City,Valdosta High School,All Students,472,427,45,0.904661017,0.095338983
2019-20,School,Columbia County,Grovetown High School,All Students,474,422,52,0.890295359,0.109704641
2019-20,School,Cobb County,Kennesaw Mountain High School,All Students,476,433,43,0.909663866,0.090336134
2019-20,School,Dalton Public Schools,Dalton High School,All Students,481,457,24,0.95010395,0.04989605
2019-20,School,Newton County,Alcovy High School,All Students,484,429,55,0.886363636,0.113636364
2019-20,School,Coweta County,Newnan High School,All Students,486,449,37,0.923868313,0.076131687
2019-20,School,Lee County,Lee County High School,All Students,487,455,32,0.934291581,0.065708419
2019-20,School,Fulton County,Centennial High School,All Students,490,434,56,0.885714286,0.114285714
2019-20,School,Gwinnett County,Dacula High School,All Students,492,444,48,0.902439024,0.097560976
2019-20,School,DeKalb County,Dunwoody High School,All Students,495,443,52,0.894949495,0.105050505
2019-20,School,Cobb County,Wheeler High School,All Students,497,445,52,0.895372233,0.104627767
2019-20,School,Cherokee County,Creekview High School,All Students,498,479,19,0.96184739,0.03815261
2019-20,School,Fulton County,Cambridge High School,All Students,499,490,9,0.981963928,0.018036072
2019-20,School,Cobb County,Pope High School,All Students,504,483,21,0.958333333,0.041666667
2019-20,School,Gwinnett County,Central Gwinnett High School,All Students,505,389,116,0.77029703,0.22970297
